"card_id","card_code","slug","command","card_slug","ancien_card_id","allocation","graine"
"d5af6f14-3743-5e4c-9f1c-e8d8b11b1194","RCIA-C-001120","aurorabloom","/aurorabloom","floraison-d-aurore","","uuid5_brouillon_hors_kit","raccourcia:brouillon:aurorabloom"
"ca3d9650-7531-5d16-84b4-95b864b570f2","RCIA-C-001121","backgroundswap","/backgroundswap","changer-fond","","uuid5_brouillon_hors_kit","raccourcia:brouillon:backgroundswap"
"159476ec-0925-5ac1-8132-551ce42b6fac","RCIA-C-001122","univers-barbie-boite-de-collection","/barbieworld","univers-barbie-boite-de-collection","","uuid5_brouillon_hors_kit","raccourcia:brouillon:univers-barbie-boite-de-collection"
"fe2c9c79-8fba-5f87-b00d-6ea9d347cfe5","RCIA-C-001123","beardstyle","/beardstyle","style-de-barbe","img-beardstyle","uuid5_brouillon_hors_kit","raccourcia:brouillon:beardstyle"
"784ed3a4-02cf-5df4-b060-1aa8fdcced9a","RCIA-C-001124","beautyportrait","/beautyportrait","portrait-beaute","","uuid5_brouillon_hors_kit","raccourcia:brouillon:beautyportrait"
"3fba80c4-a917-5b05-b867-5deea7944511","RCIA-C-001125","beautyshot","/beautyshot","beauty-shot-produit","","uuid5_brouillon_hors_kit","raccourcia:brouillon:beautyshot"
"b6c30cf8-36e7-53da-9452-ebd7353bdc0a","RCIA-C-001126","beforeafterad","/beforeafterad","publicite-avant-apres","img-beforeafterad","uuid5_brouillon_hors_kit","raccourcia:brouillon:beforeafterad"
"beb1f0af-752f-508f-86a4-3712eec4f412","RCIA-C-001127","beforeafterdiagram","/beforeafterdiagram","schema-avant-apres","","uuid5_brouillon_hors_kit","raccourcia:brouillon:beforeafterdiagram"
"b851e8d8-a4b7-5116-8542-9dc44d207e1b","RCIA-C-001128","benefitvisual","/benefitvisual","benefice-visualise","img-benefitvisual","uuid5_brouillon_hors_kit","raccourcia:brouillon:benefitvisual"
"c8075855-d0ee-5db3-9d89-e1e7191f63c7","RCIA-C-001129","blueprint","/blueprint","plan-technique-bleu","img-blueprint","uuid5_brouillon_hors_kit","raccourcia:brouillon:blueprint"
"7e645224-7891-5d5c-8f53-ad4a7560df5b","RCIA-C-001130","boothdesign","/boothdesign","stand-evenementiel","img-boothdesign","uuid5_brouillon_hors_kit","raccourcia:brouillon:boothdesign"
"209d09bc-0a42-5d34-af61-23d0dc493214","RCIA-C-001131","brandportrait","/brandportrait","portrait-de-marque","","uuid5_brouillon_hors_kit","raccourcia:brouillon:brandportrait"
"771f3892-3995-5986-9634-4d609fee12a1","RCIA-C-001132","portrait-de-createur-atelier-et-outils","/businessidentity","portrait-de-createur-atelier-et-outils","","uuid5_brouillon_hors_kit","raccourcia:brouillon:portrait-de-createur-atelier-et-outils"
"79a2a052-4adb-51a4-8512-7a2b54e792c4","RCIA-C-001133","calloutdiagram","/calloutdiagram","schema-a-reperes","","uuid5_brouillon_hors_kit","raccourcia:brouillon:calloutdiagram"
"e12caceb-b1a5-5fa2-8c9b-c78cdad38d0f","RCIA-C-001134","planche-de-cadrages-six-vues-coherentes","/cameraangles","planche-de-cadrages-six-vues-coherentes","","uuid5_brouillon_hors_kit","raccourcia:brouillon:planche-de-cadrages-six-vues-coherentes"
"5fd5f610-0d8a-5db5-bb49-c792c71780a0","RCIA-C-001135","cctvframe","/cctvframe","capture-cctv-cinematique","","uuid5_brouillon_hors_kit","raccourcia:brouillon:cctvframe"
"bca36256-b3a2-509a-bddf-266318c029af","RCIA-C-001136","ceramic","/ceramic","ceramique-peinte","","uuid5_brouillon_hors_kit","raccourcia:brouillon:ceramic"
"dfcd5f9c-25e2-50a2-a513-8934d3968456","RCIA-C-001137","challengepost","/challengepost","visuel-de-challenge-social","","uuid5_brouillon_hors_kit","raccourcia:brouillon:challengepost"
"4ecd6a1d-2c22-59cf-808d-5c1001dc1188","RCIA-C-001138","chromeshot","/chromeshot","rendu-chrome","","uuid5_brouillon_hors_kit","raccourcia:brouillon:chromeshot"
"7f40ac9b-98e9-520b-bc36-375191d77435","RCIA-C-001139","a-l-affiche-avec-le-casting-barbie-avec-margot-robbie","/cinemacast","a-l-affiche-avec-le-casting-barbie-avec-margot-robbie","","uuid5_brouillon_hors_kit","raccourcia:brouillon:a-l-affiche-avec-le-casting-barbie-avec-margot-robbie"
"75ce571d-15f6-54b6-9180-6e66bb0dcea7","RCIA-C-001140","schema-electrique-lisible-du-croquis-au-schema","/circuitclean","schema-electrique-lisible-du-croquis-au-schema","","uuid5_brouillon_hors_kit","raccourcia:brouillon:schema-electrique-lisible-du-croquis-au-schema"
"a1ea97cd-81e9-5d20-b5cf-944ee5b6b2b6","RCIA-C-001141","clonecrew","/clonecrew","mon-equipe-de-clones","","uuid5_brouillon_hors_kit","raccourcia:brouillon:clonecrew"
"9335d5a0-47f5-514b-afb0-6411b927d5d7","RCIA-C-001142","cloudportrait","/cloudportrait","portrait-de-nuages","","uuid5_brouillon_hors_kit","raccourcia:brouillon:cloudportrait"
"57dd6e0b-fc3a-5694-91ee-540f2b201e2f","RCIA-C-001143","cocktailmenu","/cocktailmenu","carte-de-cocktails","","uuid5_brouillon_hors_kit","raccourcia:brouillon:cocktailmenu"
"e9c923b3-eb89-54ea-9b89-597f383525b2","RCIA-C-001144","colorgrade","/colorgrade","color-grading","","uuid5_brouillon_hors_kit","raccourcia:brouillon:colorgrade"
"9133a856-36d3-5054-b771-a64f4a99e8fc","RCIA-C-001145","comic","/comic","case-comic","","uuid5_brouillon_hors_kit","raccourcia:brouillon:comic"
"7054118a-5d8f-5aaa-8a55-b3a275864b21","RCIA-C-001146","ma-journee-en-bd-photo-roman-absurde","/comicday","ma-journee-en-bd-photo-roman-absurde","","uuid5_brouillon_hors_kit","raccourcia:brouillon:ma-journee-en-bd-photo-roman-absurde"
"d2aa543b-ca94-5046-a35c-83bf1f5c8a52","RCIA-C-001147","comparisonad","/comparisonad","publicite-comparative","img-comparisonad","uuid5_brouillon_hors_kit","raccourcia:brouillon:comparisonad"
"a1565eb4-1824-5235-b9d2-71a0a8e81e3c","RCIA-C-001148","comparisongrid","/comparisongrid","grille-comparative","","uuid5_brouillon_hors_kit","raccourcia:brouillon:comparisongrid"
"5eed955f-ca8c-5d68-baa5-7b8199c5aeed","RCIA-C-001149","couponcreative","/couponcreative","coupon-promotionnel","","uuid5_brouillon_hors_kit","raccourcia:brouillon:couponcreative"
"a43a88f8-a8dc-5d79-b372-67ec3331033e","RCIA-C-001150","coveragezone","/coveragezone","zone-de-couverture","","uuid5_brouillon_hors_kit","raccourcia:brouillon:coveragezone"
"4431c305-0aae-579a-8dff-1bd4ac12f2db","RCIA-C-001151","coverportrait","/coverportrait","portrait-de-couverture-sociale","","uuid5_brouillon_hors_kit","raccourcia:brouillon:coverportrait"
"ea3003f0-8515-5404-ad02-e1607d027e67","RCIA-C-001152","creatorbrandkit","/creatorbrandkit","kit-de-marque-createur","","uuid5_brouillon_hors_kit","raccourcia:brouillon:creatorbrandkit"
"d7209337-32dd-5412-b7a7-2a460342ee8f","RCIA-C-001153","croprecompose","/croprecompose","recadrage-intelligent","","uuid5_brouillon_hors_kit","raccourcia:brouillon:croprecompose"
"055195a8-9060-5f50-bc53-a6ae5efa6a22","RCIA-C-001154","crosssection","/crosssection","coupe-transversale","img-crosssection","uuid5_brouillon_hors_kit","raccourcia:brouillon:crosssection"
"cd352088-735e-57dc-b40b-fdbfed5a0a03","RCIA-C-001155","crystallize","/crystallize","cristallisation","","uuid5_brouillon_hors_kit","raccourcia:brouillon:crystallize"
"ee637a05-fc0b-5686-8231-a5b371c72632","RCIA-C-001156","cutaway","/cutaway","ouverture-cutaway-locale","","uuid5_brouillon_hors_kit","raccourcia:brouillon:cutaway"
"52d6b893-c236-5880-a81e-c5dbe5b44e12","RCIA-C-001157","cvportrait","/cvportrait","portrait-pour-cv","","uuid5_brouillon_hors_kit","raccourcia:brouillon:cvportrait"
"62bf9e14-0c12-515e-a7db-484943bbc20f","RCIA-C-001158","datadiagram","/datadiagram","diagramme-de-donnees","","uuid5_brouillon_hors_kit","raccourcia:brouillon:datadiagram"
"b0037909-b1e3-5ff8-b58c-e88595863fdf","RCIA-C-001159","datapipelinevisual","/datapipelinevisual","pipeline-de-donnees","","uuid5_brouillon_hors_kit","raccourcia:brouillon:datapipelinevisual"
"2c88a133-56df-5a05-9f56-19f179f07b2c","RCIA-C-001160","datingprofile","/datingprofile","serie-de-profil-naturel","","uuid5_brouillon_hors_kit","raccourcia:brouillon:datingprofile"
"2dc02e05-6aea-52d6-95e1-c25c4c463ffd","RCIA-C-001161","daytonight","/daytonight","jour-vers-nuit","","uuid5_brouillon_hors_kit","raccourcia:brouillon:daytonight"
"9416dbba-df17-5873-b163-712e3d957e73","RCIA-C-001162","deblur","/deblur","reduction-du-flou","","uuid5_brouillon_hors_kit","raccourcia:brouillon:deblur"
"06515fb2-f00a-5822-ad10-57741cba423b","RCIA-C-001163","depthblur","/depthblur","flou-de-profondeur","","uuid5_brouillon_hors_kit","raccourcia:brouillon:depthblur"
"62eb6ebd-eaac-54de-9553-f1d288fade5d","RCIA-C-001164","portrait-compact-numerique-soiree-au-flash","/digicamframe","portrait-compact-numerique-soiree-au-flash","","uuid5_brouillon_hors_kit","raccourcia:brouillon:portrait-compact-numerique-soiree-au-flash"
"96b199ad-449c-51e1-90e6-f7e63fa39dd0","RCIA-C-001165","displaybanner","/displaybanner","banniere-display","","uuid5_brouillon_hors_kit","raccourcia:brouillon:displaybanner"
"2cc112f4-5a24-55ee-a345-d7b514932169","RCIA-C-001166","djportrait","/djportrait","portrait-dj","","uuid5_brouillon_hors_kit","raccourcia:brouillon:djportrait"
"5363f4f0-56b0-5218-bd15-aa2a55bd6a12","RCIA-C-001167","doctorportrait","/doctorportrait","portrait-medical","","uuid5_brouillon_hors_kit","raccourcia:brouillon:doctorportrait"
"0065e700-41fb-5850-b157-40cdcb1acefc","RCIA-C-001168","univers-dragon-ball-aura-de-puissance","/dragonballaura","univers-dragon-ball-aura-de-puissance","","uuid5_brouillon_hors_kit","raccourcia:brouillon:univers-dragon-ball-aura-de-puissance"
"8d6c79a8-6adb-560c-a66b-d837a5fd4b59","RCIA-C-001169","dreamscape","/dreamscape","paysage-onirique","","uuid5_brouillon_hors_kit","raccourcia:brouillon:dreamscape"
"7cfee8ce-f95f-5a19-99d4-e0cc2c0014a1","RCIA-C-001170","dreamworkspace","/dreamworkspace","mon-espace-de-travail-ideal","","uuid5_brouillon_hors_kit","raccourcia:brouillon:dreamworkspace"
"ef1f3cc0-7257-54a4-a8ca-e85cfd6a47ba","RCIA-C-001171","dynamicad","/dynamicad","publicite-dynamique","","uuid5_brouillon_hors_kit","raccourcia:brouillon:dynamicad"
"88d52a8d-858b-54ae-80ae-ee527d83d11b","RCIA-C-001172","ecosystemmap","/ecosystemmap","carte-d-ecosysteme","","uuid5_brouillon_hors_kit","raccourcia:brouillon:ecosystemmap"
"cd888f67-7e10-589f-8a71-63cb3318bf3d","RCIA-C-001173","editorialportrait","/editorialportrait","portrait-editorial","","uuid5_brouillon_hors_kit","raccourcia:brouillon:editorialportrait"
"43a1a6f0-2d03-56a0-8fb9-b7b6f21856e5","RCIA-C-001174","embroidery","/embroidery","broderie-textile","","uuid5_brouillon_hors_kit","raccourcia:brouillon:embroidery"
"9cdf21e3-2815-5e3d-b4d8-897710cfb8e8","RCIA-C-001175","emojiavatar","/emojiavatar","avatar-emoji","","uuid5_brouillon_hors_kit","raccourcia:brouillon:emojiavatar"
"f30ac5f5-baab-58d2-9da3-1f94214586d8","RCIA-C-001176","ergonomicreach","/ergonomicreach","zones-d-atteinte-ergonomique","","uuid5_brouillon_hors_kit","raccourcia:brouillon:ergonomicreach"
"8c64ed1c-5cc3-5736-8700-ad2dce19efd0","RCIA-C-001177","affiche-evenement-atelier-creatif","/eventflyer","affiche-evenement-atelier-creatif","","uuid5_brouillon_hors_kit","raccourcia:brouillon:affiche-evenement-atelier-creatif"
"d3b223e0-95d3-5244-987b-1b6dbf51311e","RCIA-C-001178","eventlineup","/eventlineup","affiche-de-programmation","","uuid5_brouillon_hors_kit","raccourcia:brouillon:eventlineup"
"68091407-a5d6-5c71-b5f1-b2f53a825dc8","RCIA-C-001179","eventstage","/eventstage","scene-evenementielle","","uuid5_brouillon_hors_kit","raccourcia:brouillon:eventstage"
"4b3aaec7-e482-54db-9b51-69bd6f268c15","RCIA-C-001180","assemblage-eclate-precis-pieces-et-nomenclature","/explodedassembly","assemblage-eclate-precis-pieces-et-nomenclature","","uuid5_brouillon_hors_kit","raccourcia:brouillon:assemblage-eclate-precis-pieces-et-nomenclature"
"11426c7e-9cd9-5572-b379-89d0b96cb4e6","RCIA-C-001181","expression","/expression","expression-cible","","uuid5_brouillon_hors_kit","raccourcia:brouillon:expression"
"3e8a45fa-0a4d-550f-934e-a5c9884cdf5e","RCIA-C-001182","extendframe","/extendframe","extension-de-cadre","","uuid5_brouillon_hors_kit","raccourcia:brouillon:extendframe"
"b086eedf-2723-516e-bc03-d3f7c839cdb4","RCIA-C-001183","eyeglassglare","/eyeglassglare","reflets-de-lunettes","","uuid5_brouillon_hors_kit","raccourcia:brouillon:eyeglassglare"
"3520f1ae-459d-5a15-a157-f12ffc5cd162","RCIA-C-001184","eyetracking","/eyetracking","carte-d-attention-visuelle","","uuid5_brouillon_hors_kit","raccourcia:brouillon:eyetracking"
"7cc51622-2db9-5e8f-b2eb-841d28480798","RCIA-C-001185","fabricdrape","/fabricdrape","simulation-de-drape","","uuid5_brouillon_hors_kit","raccourcia:brouillon:fabricdrape"
"c1a44963-0add-51b9-887a-a3d1a0bb9863","RCIA-C-001186","facaderenovation","/facaderenovation","renovation-facade","","uuid5_brouillon_hors_kit","raccourcia:brouillon:facaderenovation"
"16c86a0a-e070-5968-b2d8-6c9a3c36ec74","RCIA-C-001187","fantasycreature","/fantasycreature","ma-creature-fantastique","","uuid5_brouillon_hors_kit","raccourcia:brouillon:fantasycreature"
"fb1c287c-0788-5b31-b715-ae006d519079","RCIA-C-001188","fantasylook","/fantasylook","look-fantastique","","uuid5_brouillon_hors_kit","raccourcia:brouillon:fantasylook"
"4d15960b-b5c6-59b0-9aac-c2aeb9837852","RCIA-C-001189","fashioncampaignset","/fashioncampaignset","mini-campagne-mode","","uuid5_brouillon_hors_kit","raccourcia:brouillon:fashioncampaignset"
"87fcc40a-ea48-5064-8cda-503867b18039","RCIA-C-001190","featurediagram","/featurediagram","fonctionnalites-visualisees","","uuid5_brouillon_hors_kit","raccourcia:brouillon:featurediagram"
"d9d3189a-09c9-52f4-b2af-3ce83dfc28ba","RCIA-C-001191","featurespotlight","/featurespotlight","focus-fonctionnalite","","uuid5_brouillon_hors_kit","raccourcia:brouillon:featurespotlight"
"4804ac16-6437-589e-8366-61d407c0ce4b","RCIA-C-001192","feltcraft","/feltcraft","feutrine-artisanale","","uuid5_brouillon_hors_kit","raccourcia:brouillon:feltcraft"
"887b289f-0954-5574-89bb-2d33cf6ec773","RCIA-C-001193","festivalheadliner","/festivalheadliner","tete-d-affiche-de-festival","","uuid5_brouillon_hors_kit","raccourcia:brouillon:festivalheadliner"
"f7ab594e-4d35-52d0-81fc-e6d01fea298b","RCIA-C-001194","filmnoirportrait","/filmnoirportrait","portrait-film-noir","","uuid5_brouillon_hors_kit","raccourcia:brouillon:filmnoirportrait"
"3d8d4691-861f-5841-8122-3e512249ed37","RCIA-C-001195","fireeffect","/fireeffect","sculpture-de-feu","","uuid5_brouillon_hors_kit","raccourcia:brouillon:fireeffect"
"df323b20-3992-5c76-94e6-f5d254e197e1","RCIA-C-001196","fitnessportrait","/fitnessportrait","portrait-fitness","","uuid5_brouillon_hors_kit","raccourcia:brouillon:fitnessportrait"
"fd03f6af-2090-58f3-a37d-61e10a323415","RCIA-C-001197","floatingproduct","/floatingproduct","produit-en-suspension","","uuid5_brouillon_hors_kit","raccourcia:brouillon:floatingproduct"
"bacc3b5b-6cf5-50ba-909d-165886d15563","RCIA-C-001198","floorplan","/floorplan","plan-espace","","uuid5_brouillon_hors_kit","raccourcia:brouillon:floorplan"
"0066c82e-82aa-5730-93e6-b2fb8299831d","RCIA-C-001199","flowchartvisual","/flowchartvisual","organigramme-de-flux","","uuid5_brouillon_hors_kit","raccourcia:brouillon:flowchartvisual"
"eb4aa95d-d0ab-5621-91a2-e58dff86d2bf","RCIA-C-001200","flowersculpture","/flowersculpture","sculpture-florale","","uuid5_brouillon_hors_kit","raccourcia:brouillon:flowersculpture"
"76e233a7-49f7-5f1f-87e2-9b9638a066ef","RCIA-C-001201","selfie-bouquet-bouquet-monumental","/flowerstelephone","selfie-bouquet-bouquet-monumental","","uuid5_brouillon_hors_kit","raccourcia:brouillon:selfie-bouquet-bouquet-monumental"
"fa7103b9-6b94-512d-9828-ccdfeccfb36e","RCIA-C-001202","foodminiature","/foodminiature","miniature-culinaire","","uuid5_brouillon_hors_kit","raccourcia:brouillon:foodminiature"
"0d9f5265-34c8-5f07-bf59-088854277675","RCIA-C-001203","fouruniverses","/fouruniverses","moi-dans-quatre-univers","","uuid5_brouillon_hors_kit","raccourcia:brouillon:fouruniverses"
"9c755db5-daef-5707-b00b-6b308df71866","RCIA-C-001204","friendgroupcast","/friendgroupcast","casting-de-notre-groupe","","uuid5_brouillon_hors_kit","raccourcia:brouillon:friendgroupcast"
"2fd25dae-6b25-56a5-92f5-6e4c59772ad9","RCIA-C-001205","furnitureswap","/furnitureswap","changer-mobilier","","uuid5_brouillon_hors_kit","raccourcia:brouillon:furnitureswap"
"20efbf78-4456-536a-b573-4889486ea818","RCIA-C-001206","futurehomevision","/futurehomevision","vision-de-ma-future-maison","","uuid5_brouillon_hors_kit","raccourcia:brouillon:futurehomevision"
"090b89e4-3445-5e41-82d6-c6195e34c839","RCIA-C-001207","galaeditorial","/galaeditorial","editorial-de-gala","","uuid5_brouillon_hors_kit","raccourcia:brouillon:galaeditorial"
"b70a7198-7f10-5f1f-b38e-137f852bc599","RCIA-C-001208","galaxybody","/galaxybody","silhouette-cosmique","","uuid5_brouillon_hors_kit","raccourcia:brouillon:galaxybody"
"4bd0eb12-9afd-58fe-b5aa-bf516aff8fca","RCIA-C-001209","gardenplan","/gardenplan","amenagement-jardin","","uuid5_brouillon_hors_kit","raccourcia:brouillon:gardenplan"
"4f8c29e4-5da8-5b95-a106-37815d7e4696","RCIA-C-001210","geologycutaway","/geologycutaway","coupe-geologique","","uuid5_brouillon_hors_kit","raccourcia:brouillon:geologycutaway"
"084e9517-2fd0-5672-8c33-472eb2646742","RCIA-C-001211","jardin-anime-japonais-pause-dans-la-serre","/ghibligarden","jardin-anime-japonais-pause-dans-la-serre","","uuid5_brouillon_hors_kit","raccourcia:brouillon:jardin-anime-japonais-pause-dans-la-serre"
"926fda64-4781-5bab-a17c-7de8b428cec6","RCIA-C-001212","ghostview","/ghostview","vue-fantome","","uuid5_brouillon_hors_kit","raccourcia:brouillon:ghostview"
"96e21fc0-d414-538e-af8c-cf9e9e3f1ebb","RCIA-C-001213","giantproduct","/giantproduct","produit-geant","","uuid5_brouillon_hors_kit","raccourcia:brouillon:giantproduct"
"1da34b2a-9e93-5a8b-89b5-fb3b16c47794","RCIA-C-001214","glassmorph","/glassmorph","produit-en-verre","","uuid5_brouillon_hors_kit","raccourcia:brouillon:glassmorph"
"a8d76b6a-c2b3-5301-9869-01f9469676c4","RCIA-C-001215","glitch","/glitch","glitch-premium","","uuid5_brouillon_hors_kit","raccourcia:brouillon:glitch"
"b35c893a-8c48-50d3-99c5-4b33e072b102","RCIA-C-001216","celebration-de-but-glissade-de-victoire","/goalcelebration","celebration-de-but-glissade-de-victoire","","uuid5_brouillon_hors_kit","raccourcia:brouillon:celebration-de-but-glissade-de-victoire"
"e5ecb94e-52bf-5476-9f0f-20ec8ac1c1ac","RCIA-C-001217","graffiti","/graffiti","graffiti-mural","","uuid5_brouillon_hors_kit","raccourcia:brouillon:graffiti"
"fdfe5a10-2798-5f57-82ef-f92f483404fd","RCIA-C-001218","gravityflip","/gravityflip","gravite-inversee","","uuid5_brouillon_hors_kit","raccourcia:brouillon:gravityflip"
"17fe5f2e-9e66-50f1-9b26-a1a3fcf0e908","RCIA-C-001219","handwritten","/handwritten","ecriture-manuscrite","","uuid5_brouillon_hors_kit","raccourcia:brouillon:handwritten"
"f3a57962-72e7-55a1-b2ab-0ccc865b85eb","RCIA-C-001220","headwrapstyle","/headwrapstyle","style-de-foulard","img-headwrapstyle","uuid5_brouillon_hors_kit","raccourcia:brouillon:headwrapstyle"
"6dc18c1b-bb55-5d07-ab1b-1c9e875ada68","RCIA-C-001221","hologramself","/hologramself","ma-version-holographique","","uuid5_brouillon_hors_kit","raccourcia:brouillon:hologramself"
"c97b2a86-1092-5f48-962e-c60274a1e55d","RCIA-C-001222","homestaging","/homestaging","home-staging","","uuid5_brouillon_hors_kit","raccourcia:brouillon:homestaging"
"763ced58-b4c7-5819-8f18-0b35ec0a4945","RCIA-C-001223","hotelroom","/hotelroom","chambre-d-hotel","","uuid5_brouillon_hors_kit","raccourcia:brouillon:hotelroom"
"4e57fd98-30b7-5204-a88e-f5dfd68110b3","RCIA-C-001224","icecarving","/icecarving","sculpture-de-glace","","uuid5_brouillon_hors_kit","raccourcia:brouillon:icecarving"
"a0279551-ce0d-53cb-9b93-cda3e132fdf9","RCIA-C-001225","selfie-princesse-des-glaces-coulisses-du-bal","/iceprincessselfie","selfie-princesse-des-glaces-coulisses-du-bal","","uuid5_brouillon_hors_kit","raccourcia:brouillon:selfie-princesse-des-glaces-coulisses-du-bal"
"79ede64e-0fcf-595d-aa2b-fd0e923ae1ca","RCIA-C-001226","infographic","/infographic","infographie-claire","","uuid5_brouillon_hors_kit","raccourcia:brouillon:infographic"
"c120f2b8-9382-5ad7-9bf0-9b9f1a81045e","RCIA-C-001227","infraredlook","/infraredlook","photo-infrarouge","","uuid5_brouillon_hors_kit","raccourcia:brouillon:infraredlook"
"e5e63dcd-7e8a-57ea-bcf8-d0d929cbc490","RCIA-C-001228","inkcloud","/inkcloud","nuage-d-encre","img-inkcloud","uuid5_brouillon_hors_kit","raccourcia:brouillon:inkcloud"
"05fc1d64-528f-5eb7-bed9-2c92ed35c863","RCIA-C-001229","installationmap","/installationmap","guide-d-installation","","uuid5_brouillon_hors_kit","raccourcia:brouillon:installationmap"
"a90f01c3-b642-5539-a5d0-71aefa43d620","RCIA-C-001230","instructionvisual","/instructionvisual","notice-visuelle","","uuid5_brouillon_hors_kit","raccourcia:brouillon:instructionvisual"
"2661ba3a-4bf3-54d8-a6dd-de70f5c7282c","RCIA-C-001231","jpegrepair","/jpegrepair","reparation-jpeg","","uuid5_brouillon_hors_kit","raccourcia:brouillon:jpegrepair"
"1fa8f46b-b88d-5e0b-8e3a-6106169f2533","RCIA-C-001232","lettres-en-scene-le-mot-devient-decor","/kineticletters","lettres-en-scene-le-mot-devient-decor","","uuid5_brouillon_hors_kit","raccourcia:brouillon:lettres-en-scene-le-mot-devient-decor"
"20be0bb8-329f-5af0-9ced-34861bc90201","RCIA-C-001233","knitted","/knitted","version-tricot","","uuid5_brouillon_hors_kit","raccourcia:brouillon:knitted"
"51199251-9dfa-5f53-90bd-74309de6c764","RCIA-C-001234","landinghero","/landinghero","hero-de-landing-page","img-landinghero","uuid5_brouillon_hors_kit","raccourcia:brouillon:landinghero"
"31804a5c-471b-5088-99e9-53515efc8f2b","RCIA-C-001235","landscaperedesign","/landscaperedesign","amenagement-paysager","","uuid5_brouillon_hors_kit","raccourcia:brouillon:landscaperedesign"
"98ac9978-f93f-5a63-8b46-d37f4fe32679","RCIA-C-001236","layerstack","/layerstack","empilement-des-couches","img-layerstack","uuid5_brouillon_hors_kit","raccourcia:brouillon:layerstack"
"afd7d61c-e496-5d3c-b37f-8d9e86b9b0e1","RCIA-C-001237","levitatingcity","/levitatingcity","ville-en-levitation","","uuid5_brouillon_hors_kit","raccourcia:brouillon:levitatingcity"
"25aa240e-ebcd-50e9-ba0b-88b59b2c9915","RCIA-C-001238","levitation","/levitation","levitation-d-objets","","uuid5_brouillon_hors_kit","raccourcia:brouillon:levitation"
"fc099bb2-f1d3-5112-918f-f25ed6c68894","RCIA-C-001239","lightpaint","/lightpaint","light-painting","","uuid5_brouillon_hors_kit","raccourcia:brouillon:lightpaint"
"d128821b-e1c4-5dd9-b70a-7ad5df95705e","RCIA-C-001240","linkedinportrait","/linkedinportrait","portrait-linkedin","","uuid5_brouillon_hors_kit","raccourcia:brouillon:linkedinportrait"
"add5c9fe-9e70-52b2-85b2-ae91dea446f7","RCIA-C-001241","linocut","/linocut","linogravure","","uuid5_brouillon_hors_kit","raccourcia:brouillon:linocut"
"37cb9f61-50b0-563c-a2bd-41fe19ee9e6a","RCIA-C-001242","liquidsplash","/liquidsplash","splash-liquide","","uuid5_brouillon_hors_kit","raccourcia:brouillon:liquidsplash"
"403f256b-0adf-5ee7-889c-387d75628c5f","RCIA-C-001243","localbusinessad","/localbusinessad","publicite-locale","img-localbusinessad","uuid5_brouillon_hors_kit","raccourcia:brouillon:localbusinessad"
"efa1ab6c-57c8-5e34-b991-550575e5007f","RCIA-C-001244","lookbook","/lookbook","lookbook-mode","","uuid5_brouillon_hors_kit","raccourcia:brouillon:lookbook"
"6b13337d-6ae4-5a80-b464-67b4e68ebbe2","RCIA-C-001245","lowlightrescue","/lowlightrescue","sauvetage-basse-lumiere","","uuid5_brouillon_hors_kit","raccourcia:brouillon:lowlightrescue"
