"card_id","card_code","previous_card_id","source_card_id","previous_record_key","record_key","slug","command_id","allocation","production_card_id","production_resolution"
"346cb30f-25b7-5809-826b-5398a2aa271f","RCIA-C-000021","346cb30f-25b7-5809-826b-5398a2aa271f","346cb30f-25b7-5809-826b-5398a2aa271f","raccourcia/epicarrival-helicoptere-fictif","card:346cb30f-25b7-5809-826b-5398a2aa271f","epicarrival-helicoptere-fictif","d4b61176-cba8-5ed8-a10c-aeb011873b06","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"f0ebcd98-058b-55b7-b0d1-ee105bcd8333","RCIA-C-000022","f0ebcd98-058b-55b7-b0d1-ee105bcd8333","f0ebcd98-058b-55b7-b0d1-ee105bcd8333","raccourcia/floatingstairs-escalier-circulaire","card:f0ebcd98-058b-55b7-b0d1-ee105bcd8333","floatingstairs-escalier-circulaire","6a017126-d334-5f8e-95e3-53da66dfb3ff","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"a06dfcca-4515-55a0-a316-4aab7abf9edd","RCIA-C-000023","a06dfcca-4515-55a0-a316-4aab7abf9edd","a06dfcca-4515-55a0-a316-4aab7abf9edd","raccourcia/forcedperspective-porter-un-immeuble","card:a06dfcca-4515-55a0-a316-4aab7abf9edd","forcedperspective-porter-un-immeuble","d3b04fe7-e855-5fa1-8aa7-6cc44088ad5a","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"8694aa29-b387-5c00-9597-9b542c319c69","RCIA-C-000024","8694aa29-b387-5c00-9597-9b542c319c69","8694aa29-b387-5c00-9597-9b542c319c69","raccourcia/forcedperspective-saisir-la-lune","card:8694aa29-b387-5c00-9597-9b542c319c69","forcedperspective-saisir-la-lune","d3b04fe7-e855-5fa1-8aa7-6cc44088ad5a","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"a26e3ff6-34cb-5119-a6e5-76899fa03979","RCIA-C-000025","a26e3ff6-34cb-5119-a6e5-76899fa03979","a26e3ff6-34cb-5119-a6e5-76899fa03979","raccourcia/giantprop-cravate-monumentale","card:a26e3ff6-34cb-5119-a6e5-76899fa03979","giantprop-cravate-monumentale","bd576d3c-2ea5-5636-8ac5-771957fc3a42","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"cb334d94-c548-5a9a-b052-4058bc72b773","RCIA-C-000026","cb334d94-c548-5a9a-b052-4058bc72b773","cb334d94-c548-5a9a-b052-4058bc72b773","raccourcia/giantprop-lunettes-geantes","card:cb334d94-c548-5a9a-b052-4058bc72b773","giantprop-lunettes-geantes","bd576d3c-2ea5-5636-8ac5-771957fc3a42","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"3a0f7d12-34b8-54f1-834c-d9ca900c5622","RCIA-C-000027","3a0f7d12-34b8-54f1-834c-d9ca900c5622","3a0f7d12-34b8-54f1-834c-d9ca900c5622","raccourcia/invisiblepedestal-chaise-flottante","card:3a0f7d12-34b8-54f1-834c-d9ca900c5622","invisiblepedestal-chaise-flottante","57b2e69a-715e-5d95-b4ac-bb7892e79d12","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"136f35cd-3e30-5c31-b619-36fa985e0ede","RCIA-C-000028","136f35cd-3e30-5c31-b619-36fa985e0ede","136f35cd-3e30-5c31-b619-36fa985e0ede","raccourcia/levitatingdesk-createur-orbital","card:136f35cd-3e30-5c31-b619-36fa985e0ede","levitatingdesk-createur-orbital","5d85122e-0327-528e-91b0-cae75ee6921b","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"7b7b5e06-f028-541f-8e72-eb7d63960403","RCIA-C-000029","7b7b5e06-f028-541f-8e72-eb7d63960403","7b7b5e06-f028-541f-8e72-eb7d63960403","raccourcia/levitatingdesk-pause-suspendue","card:7b7b5e06-f028-541f-8e72-eb7d63960403","levitatingdesk-pause-suspendue","5d85122e-0327-528e-91b0-cae75ee6921b","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"78535330-9ed6-5a49-8c5b-9cde3a1662f4","RCIA-C-000030","78535330-9ed6-5a49-8c5b-9cde3a1662f4","78535330-9ed6-5a49-8c5b-9cde3a1662f4","raccourcia/loopavenue-le-boulevard-cylindre","card:78535330-9ed6-5a49-8c5b-9cde3a1662f4","loopavenue-le-boulevard-cylindre","a44cd636-4e88-5a34-8b00-4c91282ee032","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"696fd2b9-24ca-5ae8-985d-708397b1028f","RCIA-C-000031","696fd2b9-24ca-5ae8-985d-708397b1028f","696fd2b9-24ca-5ae8-985d-708397b1028f","raccourcia/miniaturecity-ville-dans-valise","card:696fd2b9-24ca-5ae8-985d-708397b1028f","miniaturecity-ville-dans-valise","25afa11b-dcbd-54f7-9c57-6389559cc824","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"fccb5dff-ede2-57f7-a169-7653003f888c","RCIA-C-000032","fccb5dff-ede2-57f7-a169-7653003f888c","fccb5dff-ede2-57f7-a169-7653003f888c","raccourcia/miniaturecity-ville-sur-table","card:fccb5dff-ede2-57f7-a169-7653003f888c","miniaturecity-ville-sur-table","25afa11b-dcbd-54f7-9c57-6389559cc824","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"d6941cd5-8343-542e-93d1-1cb278b19819","RCIA-C-000033","d6941cd5-8343-542e-93d1-1cb278b19819","d6941cd5-8343-542e-93d1-1cb278b19819","raccourcia/mirrortriptych-miroir-casse","card:d6941cd5-8343-542e-93d1-1cb278b19819","mirrortriptych-miroir-casse","5527ea5c-7260-5fe0-8b50-614f092a7d1a","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"efb63939-2fc4-5045-a5c5-972857d27763","RCIA-C-000034","efb63939-2fc4-5045-a5c5-972857d27763","efb63939-2fc4-5045-a5c5-972857d27763","raccourcia/mirrorworld-miroir-futur","card:efb63939-2fc4-5045-a5c5-972857d27763","mirrorworld-miroir-futur","f6a9933b-26b9-5c0b-b4db-75f43985e548","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"d5b4ed8a-16c3-537d-989e-4733d94939ef","RCIA-C-000035","d5b4ed8a-16c3-537d-989e-4733d94939ef","d5b4ed8a-16c3-537d-989e-4733d94939ef","raccourcia/mirrorworld-miroir-saison","card:d5b4ed8a-16c3-537d-989e-4733d94939ef","mirrorworld-miroir-saison","f6a9933b-26b9-5c0b-b4db-75f43985e548","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"6bf19f22-7c2f-5b1b-9c82-3a6d60d9ddc3","RCIA-C-000036","6bf19f22-7c2f-5b1b-9c82-3a6d60d9ddc3","6bf19f22-7c2f-5b1b-9c82-3a6d60d9ddc3","raccourcia/paperbreakphoto-mur-de-papier","card:6bf19f22-7c2f-5b1b-9c82-3a6d60d9ddc3","paperbreakphoto-mur-de-papier","5147f005-534f-5a88-85cf-3f0b78e2dfa3","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"754f5601-757c-5904-a04b-3326e50a72e8","RCIA-C-000037","754f5601-757c-5904-a04b-3326e50a72e8","754f5601-757c-5904-a04b-3326e50a72e8","raccourcia/paperbreakphoto-page-de-magazine","card:754f5601-757c-5904-a04b-3326e50a72e8","paperbreakphoto-page-de-magazine","5147f005-534f-5a88-85cf-3f0b78e2dfa3","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"19666a22-ba54-5e20-ae20-8a5c90436366","RCIA-C-000038","19666a22-ba54-5e20-ae20-8a5c90436366","19666a22-ba54-5e20-ae20-8a5c90436366","raccourcia/portalstep-portail-urbain","card:19666a22-ba54-5e20-ae20-8a5c90436366","portalstep-portail-urbain","7135aec3-4b30-54f6-b0d8-f04c2aa2bef4","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"fda4c1ef-5173-54d9-9187-d21df7b91d06","RCIA-C-000039","fda4c1ef-5173-54d9-9187-d21df7b91d06","fda4c1ef-5173-54d9-9187-d21df7b91d06","raccourcia/portalstep-porte-vers-plage","card:fda4c1ef-5173-54d9-9187-d21df7b91d06","portalstep-porte-vers-plage","7135aec3-4b30-54f6-b0d8-f04c2aa2bef4","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"413dcb16-cefd-5aae-99a3-c18e581a083b","RCIA-C-000040","413dcb16-cefd-5aae-99a3-c18e581a083b","413dcb16-cefd-5aae-99a3-c18e581a083b","raccourcia/premierenight-sortie-salle","card:413dcb16-cefd-5aae-99a3-c18e581a083b","premierenight-sortie-salle","17a8597e-2f72-57b5-964a-3bc899abd2f0","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"e375c53e-b0bd-59c2-983d-198a5e18b525","RCIA-C-000041","e375c53e-b0bd-59c2-983d-198a5e18b525","e375c53e-b0bd-59c2-983d-198a5e18b525","raccourcia/scifiportalportrait-faille-ville","card:e375c53e-b0bd-59c2-983d-198a5e18b525","scifiportalportrait-faille-ville","dcddaf06-ad46-5263-ba8e-8bf2bb3da492","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"df59a141-0b17-541e-8316-77843f8635c0","RCIA-C-000042","df59a141-0b17-541e-8316-77843f8635c0","df59a141-0b17-541e-8316-77843f8635c0","raccourcia/scifiportalportrait-porte-cosmos","card:df59a141-0b17-541e-8316-77843f8635c0","scifiportalportrait-porte-cosmos","dcddaf06-ad46-5263-ba8e-8bf2bb3da492","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"69763963-379c-54a3-b7c4-92547e2b26d7","RCIA-C-000043","69763963-379c-54a3-b7c4-92547e2b26d7","69763963-379c-54a3-b7c4-92547e2b26d7","raccourcia/shadowstory-ombre-de-heros","card:69763963-379c-54a3-b7c4-92547e2b26d7","shadowstory-ombre-de-heros","38c775cf-0301-53ce-b186-7985ab150e0a","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"032bc9d0-614e-56bd-b156-21562ab9dc5f","RCIA-C-000044","032bc9d0-614e-56bd-b156-21562ab9dc5f","032bc9d0-614e-56bd-b156-21562ab9dc5f","raccourcia/socialframe-feed-miniature","card:032bc9d0-614e-56bd-b156-21562ab9dc5f","socialframe-feed-miniature","8a970bc2-288e-592d-a30f-557eaa3243c3","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"8350d4f5-2856-5a02-b71d-53e7496be2c7","RCIA-C-000045","8350d4f5-2856-5a02-b71d-53e7496be2c7","8350d4f5-2856-5a02-b71d-53e7496be2c7","raccourcia/tabletophero-la-page-montagne","card:8350d4f5-2856-5a02-b71d-53e7496be2c7","tabletophero-la-page-montagne","21d675c1-4fc6-592b-96f9-6b1d822d2bfb","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"850cdd9b-6379-5f61-82e2-53c95d5845c3","RCIA-C-000046","850cdd9b-6379-5f61-82e2-53c95d5845c3","850cdd9b-6379-5f61-82e2-53c95d5845c3","raccourcia/tabletophero-le-bord-du-mug","card:850cdd9b-6379-5f61-82e2-53c95d5845c3","tabletophero-le-bord-du-mug","21d675c1-4fc6-592b-96f9-6b1d822d2bfb","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"b1ef69a7-94dc-56f6-856b-4fba3b612ca8","RCIA-C-000047","b1ef69a7-94dc-56f6-856b-4fba3b612ca8","b1ef69a7-94dc-56f6-856b-4fba3b612ca8","raccourcia/vfxdouble-dialogue-avec-soi","card:b1ef69a7-94dc-56f6-856b-4fba3b612ca8","vfxdouble-dialogue-avec-soi","df2e704b-f34b-5174-8843-af4ab81f9828","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"b568bad0-3f78-532d-8171-1fe9c3d65a77","RCIA-C-000048","b568bad0-3f78-532d-8171-1fe9c3d65a77","b568bad0-3f78-532d-8171-1fe9c3d65a77","raccourcia/vfxdouble-miroir-sans-miroir","card:b568bad0-3f78-532d-8171-1fe9c3d65a77","vfxdouble-miroir-sans-miroir","df2e704b-f34b-5174-8843-af4ab81f9828","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"da6df99f-d5bc-5aec-ba47-54840b8689cc","RCIA-C-000049","","","raccourcia/cinematicstill","card:da6df99f-d5bc-5aec-ba47-54840b8689cc","cinematicstill","ee3d719e-d465-513e-b7d5-3b3213db0f7c","uuid5_depuis_cle_source","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"cc1a059d-b2aa-57d4-a2ad-1b963b25b179","RCIA-C-000050","","","raccourcia/muralself","card:cc1a059d-b2aa-57d4-a2ad-1b963b25b179","muralself","016e96a7-8e44-5612-872a-3c4b4386b87a","uuid5_depuis_cle_source","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"b96368c9-82f7-5e2e-b13c-9bbcd885ecf8","RCIA-C-000051","","","raccourcia/nollywoodscene","card:b96368c9-82f7-5e2e-b13c-9bbcd885ecf8","nollywoodscene","700c72e1-9206-5fe7-9374-ff1386596c50","uuid5_depuis_cle_source","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"bf073c47-57e5-5709-8358-47be253670cb","RCIA-C-000052","","","raccourcia/parallelself","card:bf073c47-57e5-5709-8358-47be253670cb","parallelself","d4425e88-aa02-5315-befc-12dbd3a4abf1","uuid5_depuis_cle_source","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"f77eca7f-af46-58df-b835-1c8661a2a34f","RCIA-C-000053","img-portraitcinema","img-portraitcinema","raccourcia/portraitcinema","card:f77eca7f-af46-58df-b835-1c8661a2a34f","portraitcinema","a835518f-4f8a-5d43-a7da-eae8b6ac63c9","uuid5_depuis_id_source","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"4edcd506-421d-50a3-adc6-0b45292dfb59","RCIA-C-000054","","","raccourcia/royalcoronation","card:4edcd506-421d-50a3-adc6-0b45292dfb59","royalcoronation","636bf626-4cea-59eb-80ef-bc5678dbbff5","uuid5_depuis_cle_source","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"84605979-5fc0-54f5-8262-19f348fe4de9","RCIA-C-000055","","","raccourcia/sportshero","card:84605979-5fc0-54f5-8262-19f348fe4de9","sportshero","22d41afc-70d3-5d2b-bcd8-8df447ce9bbf","uuid5_depuis_cle_source","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"273394b1-25bd-5394-aa9b-605f441f03de","RCIA-C-000056","","","raccourcia/statueself","card:273394b1-25bd-5394-aa9b-605f441f03de","statueself","159bc2ef-7c61-53b5-a727-e64b190417cd","uuid5_depuis_cle_source","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"7502f66a-3670-571d-a48d-6aa163c24a7e","RCIA-C-000057","","","raccourcia/surrealgiant","card:7502f66a-3670-571d-a48d-6aa163c24a7e","surrealgiant","c548ebb4-9c8e-5a20-9510-76ad3039bcf4","uuid5_depuis_cle_source","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"f99bc2e7-8c88-5ee0-b75b-9a236f0264b4","RCIA-C-000058","f99bc2e7-8c88-5ee0-b75b-9a236f0264b4","f99bc2e7-8c88-5ee0-b75b-9a236f0264b4","raccourcia/biolight-foret-lumineuse","card:f99bc2e7-8c88-5ee0-b75b-9a236f0264b4","biolight-foret-lumineuse","b3e11683-cfb8-59cc-be04-aac4bc80c374","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"cbb9f847-4496-5755-9aa2-6c66a22c6546","RCIA-C-000059","cbb9f847-4496-5755-9aa2-6c66a22c6546","cbb9f847-4496-5755-9aa2-6c66a22c6546","raccourcia/biolight-textile-vivant","card:cbb9f847-4496-5755-9aa2-6c66a22c6546","biolight-textile-vivant","b3e11683-cfb8-59cc-be04-aac4bc80c374","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"c0ba538a-a16b-5edd-92da-a2e66636ef46","RCIA-C-000060","c0ba538a-a16b-5edd-92da-a2e66636ef46","c0ba538a-a16b-5edd-92da-a2e66636ef46","raccourcia/collage-analogique-editorial","card:c0ba538a-a16b-5edd-92da-a2e66636ef46","collage-analogique-editorial","f801c7e9-4d24-5fc8-ad0e-512c7c9cd9b2","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"2ea6a591-632c-57da-a704-cca5165166eb","RCIA-C-000061","2ea6a591-632c-57da-a704-cca5165166eb","2ea6a591-632c-57da-a704-cca5165166eb","raccourcia/collage-papier-diorama","card:2ea6a591-632c-57da-a704-cca5165166eb","collage-papier-diorama","f801c7e9-4d24-5fc8-ad0e-512c7c9cd9b2","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"4a811406-a3c3-5b96-97f6-5c50111c1e02","RCIA-C-000062","4a811406-a3c3-5b96-97f6-5c50111c1e02","4a811406-a3c3-5b96-97f6-5c50111c1e02","raccourcia/collage-portrait-en-bandes","card:4a811406-a3c3-5b96-97f6-5c50111c1e02","collage-portrait-en-bandes","f801c7e9-4d24-5fc8-ad0e-512c7c9cd9b2","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"14bc6446-a410-550b-bc5e-17b86aa754ed","RCIA-C-000063","14bc6446-a410-550b-bc5e-17b86aa754ed","14bc6446-a410-550b-bc5e-17b86aa754ed","raccourcia/digitalart-gradient-mesh","card:14bc6446-a410-550b-bc5e-17b86aa754ed","digitalart-gradient-mesh","e06c330a-4f70-58ee-aa4f-c19f3c0abdfb","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"4baaeb2d-600a-5809-82fa-cf2d29e1c09a","RCIA-C-000064","4baaeb2d-600a-5809-82fa-cf2d29e1c09a","4baaeb2d-600a-5809-82fa-cf2d29e1c09a","raccourcia/digitalart-low-poly","card:4baaeb2d-600a-5809-82fa-cf2d29e1c09a","digitalart-low-poly","e06c330a-4f70-58ee-aa4f-c19f3c0abdfb","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
"51aeb007-a9e3-5f44-8496-d62df04cb11b","RCIA-C-000065","51aeb007-a9e3-5f44-8496-d62df04cb11b","51aeb007-a9e3-5f44-8496-d62df04cb11b","raccourcia/digitalart-voxel","card:51aeb007-a9e3-5f44-8496-d62df04cb11b","digitalart-voxel","e06c330a-4f70-58ee-aa4f-c19f3c0abdfb","uuid_conserve","","rapprocher_id_source_puis_slug_et_enregistrer_correspondance"
